rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
166	TCTEX1D1	Tctex1 domain containing 1	302106	10	10	9	0	3	5	1	0	1	0	8.97e-05	0.151	0.904	0.946	1.000	0.000926	0.101
167	TMPRSS11E	transmembrane protease, serine 11E	715040	20	18	18	1	0	16	3	0	1	0	0.000166	0.0944	0.364	0.942	0.548	0.000940	0.102
168	SPDYE3	speedy homolog E3 (Xenopus laevis)	468903	11	11	6	0	1	3	0	0	7	0	0.00541	0.243	0.0422	0.0529	0.0170	0.000945	0.102
169	OR10K2	olfactory receptor, family 10, subfamily K, member 2	512507	25	20	25	4	0	18	5	2	0	0	0.000587	0.0320	0.353	0.0814	0.161	0.000970	0.104
170	COL25A1	collagen, type XXV, alpha 1	1185867	38	34	38	5	3	17	7	3	8	0	0.000344	0.0890	0.209	0.209	0.277	0.000978	0.104
171	BIRC8	baculoviral IAP repeat-containing 8	389607	12	11	12	1	0	6	4	1	1	0	0.000192	0.264	0.951	0.156	0.506	0.000995	0.104
172	PRDM14	PR domain containing 14	837346	25	23	24	2	0	20	5	0	0	0	0.000187	0.0245	0.326	0.688	0.522	0.000999	0.104
173	HTR1E	5-hydroxytryptamine (serotonin) receptor 1E	600470	23	22	23	4	2	13	5	1	2	0	0.000281	0.0578	0.277	0.275	0.349	0.00100	0.104
174	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3	714182	37	32	36	9	3	16	7	4	7	0	0.000767	0.193	0.0619	0.639	0.128	0.00100	0.104
175	LCE2A	late cornified envelope 2A	177120	8	8	8	1	1	4	1	1	1	0	0.000191	0.386	0.307	0.414	0.521	0.00102	0.105
176	SHOX	short stature homeobox	298989	14	13	14	2	3	6	4	0	1	0	0.000364	0.182	0.239	0.216	0.276	0.00103	0.105
177	ZNF257	zinc finger protein 257	915130	30	29	29	4	2	13	7	3	5	0	0.000101	0.172	0.706	0.998	1.000	0.00103	0.105
178	HRNR	hornerin	3499196	92	74	89	23	15	43	15	7	12	0	1.000	0.324	1.76e-05	0.681	0.000103	0.00105	0.107
179	HAND2	heart and neural crest derivatives expressed 2	225837	10	9	10	0	4	4	1	0	1	0	0.000982	0.0239	0.105	0.267	0.109	0.00108	0.109
180	CACNG3	calcium channel, voltage-dependent, gamma subunit 3	525366	18	17	18	4	4	5	3	2	4	0	0.00380	0.224	0.0303	0.142	0.0282	0.00109	0.109
181	SPACA1	sperm acrosome associated 1	397004	10	9	10	1	1	3	0	1	5	0	0.00456	0.362	0.0122	0.750	0.0235	0.00109	0.109
182	LCE3E	late cornified envelope 3E	153951	8	8	8	1	1	5	1	0	1	0	0.000110	0.341	0.731	0.881	1.000	0.00111	0.111
183	FRG1	FSHD region gene 1	435412	12	11	11	0	1	8	1	2	0	0	0.00102	0.0564	0.0648	0.716	0.110	0.00112	0.111
184	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	1454632	25	23	25	2	3	8	4	4	6	0	0.00614	0.0192	0.999	0.00330	0.0186	0.00115	0.113
185	DZIP3	DAZ interacting protein 3, zinc finger	1963314	31	31	30	1	0	11	7	4	9	0	0.000290	0.0211	0.293	0.823	0.397	0.00116	0.113
186	RNASE11	ribonuclease, RNase A family, 11 (non-active)	328917	9	8	9	2	1	2	3	2	1	0	0.00685	0.581	0.0120	0.273	0.0178	0.00122	0.119
187	SERPINA9	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	723741	21	19	21	2	2	9	6	3	1	0	0.000196	0.0391	0.546	0.435	0.642	0.00126	0.122
188	GNG13	guanine nucleotide binding protein (G protein), gamma 13	105061	5	3	5	0	0	4	1	0	0	0	0.0417	0.139	0.000845	0.856	0.00316	0.00131	0.126
189	OR1S1	olfactory receptor, family 1, subfamily S, member 1	534630	17	17	17	3	0	6	8	1	2	0	0.000155	0.280	0.968	0.510	0.871	0.00134	0.127
190	OR4D10	olfactory receptor, family 4, subfamily D, member 10	511691	16	16	16	3	0	8	2	5	1	0	0.00127	0.159	0.607	0.0230	0.107	0.00135	0.127
191	GOLGA6B	golgi autoantigen, golgin subfamily a, 6B	511444	10	10	10	1	1	5	3	0	1	0	0.0377	0.261	0.00199	0.205	0.00363	0.00135	0.127
192	OR51F1	olfactory receptor, family 51, subfamily F, member 1	510361	16	15	15	2	0	10	1	3	2	0	0.000181	0.0786	0.687	0.377	0.757	0.00136	0.127
193	OR2H1	olfactory receptor, family 2, subfamily H, member 1	520183	16	15	16	2	0	8	5	2	1	0	0.000180	0.0879	0.911	0.334	0.761	0.00136	0.127
194	IVL	involucrin	427889	13	12	13	1	0	7	3	1	2	0	0.000138	0.185	0.896	0.982	1.000	0.00137	0.127
195	SBSN	suprabasin	568943	17	16	17	1	2	11	2	1	1	0	0.000141	0.0299	0.820	0.563	1.000	0.00139	0.129
196	FCRL2	Fc receptor-like 2	858204	25	23	25	4	2	12	6	3	2	0	0.000927	0.125	0.559	0.0666	0.154	0.00141	0.130
197	LCE1B	late cornified envelope 1B	196742	7	7	7	1	1	2	2	2	0	0	0.000164	0.452	0.678	0.538	0.887	0.00143	0.131
198	TMEM196	transmembrane protein 196	175978	9	8	9	1	2	5	2	0	0	0	0.000147	0.181	0.835	0.989	1.000	0.00144	0.131
199	ZNF800	zinc finger protein 800	1097469	18	18	18	2	0	3	4	3	8	0	0.00869	0.398	0.00792	0.765	0.0171	0.00146	0.132
200	KCNK2	potassium channel, subfamily K, member 2	735675	31	30	30	7	4	13	5	4	5	0	0.000496	0.177	0.217	0.688	0.301	0.00146	0.132
201	HOXB3	homeobox B3	695402	19	19	19	1	4	8	4	1	2	0	0.000226	0.00909	0.526	0.505	0.693	0.00153	0.137
202	DBX2	developing brain homeobox 2	341001	11	11	11	0	0	6	3	0	2	0	0.000293	0.0978	0.366	0.917	0.541	0.00155	0.138
203	C3orf35	chromosome 3 open reading frame 35	275477	5	5	5	1	0	3	0	0	2	0	0.109	0.660	0.00140	0.170	0.00146	0.00155	0.138
204	DEFB115	defensin, beta 115	149357	6	6	6	1	0	3	0	2	1	0	0.000882	0.540	0.147	0.225	0.181	0.00156	0.138
205	OR10W1	olfactory receptor, family 10, subfamily W, member 1	499408	16	16	16	2	1	7	3	2	3	0	0.000163	0.0782	0.987	0.441	1.000	0.00159	0.139
206	CPB1	carboxypeptidase B1 (tissue)	707285	16	16	16	2	1	7	5	1	2	0	0.00170	0.263	0.268	0.0250	0.0963	0.00159	0.139
207	MAGEC2	melanoma antigen family C, 2	612712	28	26	28	5	0	21	5	2	0	0	0.000178	0.153	0.882	0.483	0.922	0.00159	0.139
208	STXBP5L	syntaxin binding protein 5-like	1979076	31	31	31	1	0	14	6	7	4	0	0.000495	0.0106	0.192	0.671	0.333	0.00160	0.139
209	ISL1	ISL LIM homeobox 1	581712	13	13	12	1	3	4	3	2	1	0	0.00127	0.132	0.0800	0.935	0.131	0.00161	0.139
210	SH2D4B	SH2 domain containing 4B	452030	10	10	10	3	3	3	2	1	1	0	0.429	0.583	0.636	6.30e-05	0.000391	0.00163	0.140
211	OR2A25	olfactory receptor, family 2, subfamily A, member 25	510120	22	20	22	5	1	11	4	5	1	0	0.000555	0.195	0.248	0.264	0.303	0.00163	0.140
212	ANKIB1	ankyrin repeat and IBR domain containing 1	1514876	10	10	10	7	0	5	4	1	0	0	1.000	0.990	0.000923	0.00153	0.000172	0.00166	0.141
213	PI15	peptidase inhibitor 15	434223	13	13	13	2	2	4	3	2	2	0	0.00106	0.328	0.179	0.238	0.163	0.00166	0.141
214	OR5R1	olfactory receptor, family 5, subfamily R, member 1	528396	20	18	20	4	3	6	7	1	3	0	0.000611	0.246	0.164	0.772	0.288	0.00170	0.143
215	CRISP1	cysteine-rich secretory protein 1	422886	12	12	11	1	1	6	2	1	2	0	0.000266	0.245	0.533	0.887	0.691	0.00176	0.148
216	CDK4	cyclin-dependent kinase 4	512088	3	3	2	1	2	1	0	0	0	0	0.721	0.727	0.000676	0.00144	0.000263	0.00181	0.152
217	CHM	choroideremia (Rab escort protein 1)	945685	20	17	20	1	2	9	2	3	4	0	0.000442	0.0596	0.475	0.297	0.433	0.00183	0.152
218	ELMOD1	ELMO/CED-12 domain containing 1	341577	10	10	10	0	1	2	3	1	3	0	0.000572	0.119	0.198	0.664	0.341	0.00186	0.154
219	PLG	plasminogen	1360367	32	27	31	3	1	16	11	1	3	0	0.00130	0.0512	0.102	0.418	0.152	0.00188	0.155
220	CD226	CD226 molecule	559740	14	13	14	1	2	3	7	1	1	0	0.000407	0.184	0.295	0.853	0.492	0.00190	0.156
221	NPY1R	neuropeptide Y receptor Y1	630112	17	16	17	2	1	5	5	3	3	0	0.000232	0.124	0.754	0.842	0.873	0.00192	0.157
222	ZMAT4	zinc finger, matrin type 4	333169	11	11	11	0	1	7	1	0	2	0	0.000204	0.0529	0.403	0.885	1.000	0.00193	0.157
223	SYT4	synaptotagmin IV	699903	23	21	23	4	2	12	4	2	3	0	0.000287	0.180	0.594	0.768	0.732	0.00199	0.161
224	CBLN4	cerebellin 4 precursor	308775	10	10	10	2	5	2	0	2	1	0	0.000867	0.162	0.212	0.261	0.243	0.00199	0.161
225	LIPI	lipase, member I	795682	19	17	19	3	1	7	5	4	2	0	0.0200	0.358	0.0163	0.0207	0.0106	0.00201	0.161
226	OR11H1	olfactory receptor, family 11, subfamily H, member 1	427701	9	9	8	2	0	4	1	1	3	0	0.0308	0.597	0.00224	0.951	0.00731	0.00212	0.169
227	TAAR6	trace amine associated receptor 6	566361	15	15	15	2	2	7	1	3	2	0	0.000486	0.138	0.516	0.251	0.472	0.00215	0.171
228	XCL1	chemokine (C motif) ligand 1	194536	7	7	7	2	1	2	1	1	2	0	0.0144	0.616	0.00740	0.614	0.0161	0.00217	0.172
229	GPR174	G protein-coupled receptor 174	527128	18	18	17	4	2	11	4	0	1	0	0.00520	0.346	0.612	0.0126	0.0462	0.00224	0.176
230	VGLL3	vestigial like 3 (Drosophila)	532643	21	19	20	3	0	7	11	0	3	0	0.000402	0.299	0.398	0.868	0.599	0.00225	0.176
231	GLIPR1	GLI pathogenesis-related 1 (glioma)	447873	8	8	8	1	1	1	3	2	1	0	0.00707	0.473	0.0156	0.814	0.0343	0.00226	0.176
232	KRTAP6-1	keratin associated protein 6-1	119900	7	7	7	1	0	5	2	0	0	0	0.000243	0.300	0.836	0.688	1.000	0.00226	0.176
233	OR14A16	olfactory receptor, family 14, subfamily A, member 16	507371	26	24	26	8	2	13	7	3	1	0	0.000353	0.441	0.604	0.623	0.719	0.00236	0.183
234	DEFB110	defensin, beta 110	188335	8	8	8	0	0	5	1	0	2	0	0.000403	0.280	0.387	0.865	0.632	0.00236	0.183
235	SEPT14	septin 14	606037	15	14	15	1	1	5	6	2	1	0	0.000346	0.166	0.833	0.445	0.744	0.00238	0.183
236	AMY2A	amylase, alpha 2A (pancreatic)	429351	6	6	6	0	0	4	1	1	0	0	0.138	0.280	0.00666	0.0215	0.00187	0.00239	0.183
237	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	1293811	26	25	26	3	1	9	5	5	6	0	0.00303	0.110	0.468	0.0330	0.0862	0.00241	0.184
238	MARCO	macrophage receptor with collagenous structure	812941	22	20	21	2	4	9	5	2	2	0	0.000289	0.0344	0.780	0.781	0.917	0.00245	0.185
239	HCLS1	hematopoietic cell-specific Lyn substrate 1	814749	17	17	17	1	0	8	5	2	2	0	0.000704	0.107	0.196	0.555	0.377	0.00245	0.185
240	PDILT	protein disulfide isomerase-like, testis expressed	980423	26	26	26	4	4	9	6	3	4	0	0.000387	0.120	0.568	0.350	0.696	0.00249	0.187
241	CLDN8	claudin 8	370755	6	6	6	1	0	4	1	1	0	0	0.0980	0.462	0.0826	0.00191	0.00281	0.00253	0.190
242	VEGFC	vascular endothelial growth factor C	658293	21	21	21	4	1	14	2	2	2	0	0.00232	0.282	0.0660	0.662	0.121	0.00257	0.192
243	OR13D1	olfactory receptor, family 13, subfamily D, member 1	568225	8	8	8	1	0	4	2	0	2	0	0.0608	0.240	0.00788	0.0270	0.00471	0.00263	0.194
244	CCDC7	coiled-coil domain containing 7	760959	13	13	13	0	2	3	3	2	3	0	0.000803	0.0683	0.368	0.121	0.357	0.00263	0.194
245	KRTAP4-2	keratin associated protein 4-2	226162	7	6	7	1	1	4	1	1	0	0	0.0143	0.391	0.0141	0.370	0.0201	0.00263	0.194
246	CACNA2D3	calcium channel, voltage-dependent, alpha 2/delta subunit 3	1527249	24	24	24	3	3	6	6	4	5	0	0.0168	0.0929	0.0560	0.0130	0.0172	0.00264	0.194
247	PABPC5	poly(A) binding protein, cytoplasmic 5	616173	26	21	26	4	5	13	3	3	2	0	0.000960	0.0872	0.217	0.896	0.310	0.00271	0.199
248	HMSD	histocompatibility (minor) serpin domain containing	215493	4	4	4	0	0	3	1	0	0	0	0.0800	0.478	0.00140	0.364	0.00374	0.00273	0.199
249	SPATA17	spermatogenesis associated 17	611670	13	13	13	1	2	2	3	0	6	0	0.000769	0.275	0.574	0.238	0.398	0.00278	0.202
250	NF1	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	4701880	65	61	64	7	1	16	11	3	30	4	0.00165	0.0553	0.114	0.432	0.186	0.00279	0.202
251	FCN2	ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin)	515679	13	13	13	1	1	5	4	2	1	0	0.000642	0.0928	0.499	0.270	0.481	0.00281	0.202
252	SYT9	synaptotagmin IX	736174	20	20	19	3	2	10	5	1	2	0	0.000314	0.145	0.742	0.740	1.000	0.00284	0.204
253	LCE1E	late cornified envelope 1E	196605	9	9	8	1	0	7	2	0	0	0	0.000438	0.262	0.872	0.303	0.720	0.00286	0.204
254	CDC20B	cell division cycle 20 homolog B (S. cerevisiae)	861744	12	12	11	3	4	3	3	1	1	0	0.397	0.525	0.000331	0.523	0.000802	0.00288	0.205
255	CYTL1	cytokine-like 1	182297	6	6	6	0	1	3	2	0	0	0	0.00590	0.122	0.378	0.0130	0.0544	0.00291	0.206
256	CDR1	cerebellar degeneration-related protein 1, 34kDa	432183	15	14	14	2	2	9	1	0	3	0	0.000360	0.247	0.722	0.641	0.899	0.00293	0.206
257	OR2L3	olfactory receptor, family 2, subfamily L, member 3	513935	29	25	28	5	1	19	4	4	1	0	0.000512	0.0858	0.485	0.748	0.635	0.00294	0.206
258	FAM115A	family with sequence similarity 115, member A	461380	7	7	7	1	3	2	1	1	0	0	0.0842	0.256	0.0106	0.0395	0.00388	0.00295	0.207
259	KRTAP19-5	keratin associated protein 19-5	120990	5	5	4	0	3	1	0	1	0	0	0.00121	0.266	0.267	0.155	0.276	0.00300	0.209
260	GYPC	glycophorin C (Gerbich blood group)	200158	6	6	6	1	1	2	0	0	3	0	0.00606	0.399	0.0623	0.191	0.0558	0.00304	0.211
261	PDYN	prodynorphin	421191	14	13	14	2	3	7	1	1	2	0	0.00234	0.144	0.0967	0.552	0.145	0.00306	0.212
262	CSNK1A1L	casein kinase 1, alpha 1-like	554810	14	13	14	1	1	7	2	0	4	0	0.000758	0.103	0.270	0.557	0.454	0.00309	0.212
263	ABI3BP	ABI gene family, member 3 (NESH) binding protein	1405930	20	20	20	1	4	11	3	0	2	0	0.0233	0.0556	0.0240	0.281	0.0147	0.00309	0.212
264	GALNT13	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13)	932178	35	27	35	5	5	10	10	3	7	0	0.000686	0.225	0.365	0.859	0.509	0.00313	0.214
265	OR1Q1	olfactory receptor, family 1, subfamily Q, member 1	516059	11	10	11	0	2	6	2	1	0	0	0.00956	0.0230	0.989	0.00979	0.0365	0.00313	0.214
266	MSMB	microseminoprotein, beta-	195065	5	5	5	1	0	0	2	0	3	0	0.00606	0.870	0.0275	0.689	0.0580	0.00315	0.214
267	ASCL3	achaete-scute complex homolog 3 (Drosophila)	299750	8	8	8	1	1	1	0	1	5	0	0.00261	0.466	0.518	0.0514	0.136	0.00317	0.215
268	UGT3A1	UDP glycosyltransferase 3 family, polypeptide A1	870037	23	23	23	3	1	8	6	3	5	0	0.000360	0.156	0.936	0.978	1.000	0.00322	0.217
269	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4	920224	39	35	38	8	4	21	7	4	3	0	0.00130	0.275	0.193	0.756	0.281	0.00325	0.218
270	PTH	parathyroid hormone	192403	4	4	4	0	0	3	0	1	0	0	0.0328	0.368	0.00386	0.766	0.0113	0.00330	0.221
271	CSN1S1	casein alpha s1	202037	7	7	7	1	1	2	2	0	2	0	0.000530	0.535	0.482	0.873	0.704	0.00332	0.221
272	AMELX	amelogenin (amelogenesis imperfecta 1, X-linked)	339070	9	9	8	1	0	6	2	0	1	0	0.00751	0.324	0.0246	0.798	0.0499	0.00333	0.221
273	BRD2	bromodomain containing 2	1336371	8	8	8	1	1	3	1	1	2	0	0.833	0.472	0.000421	0.120	0.000454	0.00336	0.222
274	OR1A1	olfactory receptor, family 1, subfamily A, member 1	507930	14	13	14	2	1	4	0	5	4	0	0.00125	0.165	0.253	0.496	0.306	0.00338	0.222
275	ZSCAN1	zinc finger and SCAN domain containing 1	566308	24	23	23	5	6	6	5	1	6	0	0.00180	0.165	0.470	0.101	0.213	0.00339	0.222
276	NBPF1	neuroblastoma breakpoint family, member 1	1776459	30	29	28	3	1	10	7	2	9	1	0.00515	0.0973	0.0596	0.237	0.0744	0.00340	0.222
277	SLC35F1	solute carrier family 35, member F1	640251	18	17	18	3	2	5	1	4	5	1	0.000393	0.118	0.726	0.544	1.000	0.00347	0.227
278	CPNE4	copine IV	943422	19	18	19	1	1	8	4	1	5	0	0.00105	0.0333	0.289	0.954	0.376	0.00349	0.227
279	FAM127C	family with sequence similarity 127, member C	188547	7	6	7	1	1	2	3	1	0	0	0.00509	0.333	0.0513	0.288	0.0785	0.00353	0.229
280	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5	605316	27	27	27	7	5	11	5	2	4	0	0.00382	0.192	0.0644	0.975	0.107	0.00361	0.233
281	CCL1	chemokine (C-C motif) ligand 1	165110	4	4	4	1	0	1	2	1	0	0	0.0264	0.724	0.0164	0.145	0.0157	0.00363	0.233
282	LAMA4	laminin, alpha 4	3078089	40	37	40	11	1	19	9	3	8	0	1.000	0.496	0.00174	0.00953	0.000417	0.00366	0.235
283	FOXO4	forkhead box O4	698280	11	10	11	1	0	8	0	0	3	0	0.100	0.157	0.00902	0.0515	0.00425	0.00373	0.238
284	SGCD	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	390244	16	15	16	3	0	7	2	4	3	0	0.000427	0.319	0.849	0.896	1.000	0.00374	0.238
285	CDYL	chromodomain protein, Y-like	889316	15	15	15	0	1	8	2	1	3	0	0.0189	0.0109	0.0119	0.527	0.0243	0.00398	0.252
286	GRAP2	GRB2-related adaptor protein 2	527562	13	13	13	1	3	4	3	0	3	0	0.00181	0.0904	0.809	0.0564	0.254	0.00400	0.252
287	FMO2	flavin containing monooxygenase 2 (non-functional)	788827	14	14	13	1	5	7	1	1	0	0	0.00263	0.0900	0.170	0.235	0.176	0.00401	0.252
288	PARD3B	par-3 partitioning defective 3 homolog B (C. elegans)	1856727	31	28	31	4	2	14	5	2	8	0	0.0822	0.0930	0.686	0.000789	0.00563	0.00402	0.252
289	GYPE	glycophorin E	127466	4	4	2	1	0	0	0	1	3	0	0.00406	0.626	NaN	NaN	NaN	0.00406	0.254
290	MKRN3	makorin, ring finger protein, 3	816073	29	29	28	9	6	11	8	2	2	0	0.628	0.583	0.000309	0.708	0.000752	0.00409	0.255
291	KLK1	kallikrein 1	439133	10	10	10	1	0	5	3	0	2	0	0.00990	0.163	0.554	0.0104	0.0479	0.00411	0.255
292	SNAI2	snail homolog 2 (Drosophila)	446348	14	12	14	2	1	6	4	1	2	0	0.00490	0.191	0.0520	0.682	0.0972	0.00412	0.255
293	SLC10A2	solute carrier family 10 (sodium/bile acid cotransporter family), member 2	582766	19	19	18	4	4	11	1	2	1	0	0.000698	0.0974	0.574	0.828	0.686	0.00414	0.255
294	CYLC2	cylicin, basic protein of sperm head cytoskeleton 2	541158	15	15	14	2	0	8	4	3	0	0	0.000893	0.425	0.445	0.249	0.544	0.00419	0.258
295	THEMIS	thymocyte selection associated	1053013	19	18	19	2	3	10	5	1	0	0	0.00392	0.0968	0.0655	0.678	0.125	0.00422	0.258
296	C10orf71	chromosome 10 open reading frame 71	1110682	24	23	24	2	2	17	1	1	3	0	0.000962	0.0335	0.261	0.626	0.522	0.00432	0.264
297	SPEF2	sperm flagellar 2	3024831	62	53	62	7	4	22	16	9	10	1	0.00478	0.0330	0.435	0.0593	0.109	0.00446	0.270
298	TDRD6	tudor domain containing 6	3193777	23	23	22	4	3	6	7	3	4	0	0.973	0.380	0.0503	0.000229	0.000536	0.00446	0.270
299	MS4A1	membrane-spanning 4-domains, subfamily A, member 1	494368	11	11	10	0	0	4	2	0	5	0	0.00166	0.117	0.176	0.939	0.315	0.00447	0.270
300	TPK1	thiamin pyrophosphokinase 1	399054	11	11	11	2	0	3	6	1	1	0	0.00424	0.528	0.0546	0.587	0.123	0.00448	0.270
301	SLAMF9	SLAM family member 9	482846	13	12	13	1	2	4	1	3	3	0	0.000599	0.132	0.864	0.405	0.882	0.00452	0.271
302	RNASE12	ribonuclease, RNase A family, 12 (non-active)	244160	7	7	7	1	0	3	2	1	1	0	0.00224	0.463	0.0987	0.994	0.239	0.00457	0.273
303	BCAP29	B-cell receptor-associated protein 29	583912	4	4	4	0	1	1	2	0	0	0	0.348	0.448	0.0228	0.00220	0.00156	0.00463	0.276
304	C5orf58	chromosome 5 open reading frame 58	136689	5	5	5	0	0	1	2	2	0	0	0.00192	0.326	0.255	0.452	0.289	0.00472	0.280
305	GNG2	guanine nucleotide binding protein (G protein), gamma 2	122029	6	6	6	0	1	2	1	0	2	0	0.000674	0.233	0.642	0.912	0.825	0.00473	0.280
306	OR5H1	olfactory receptor, family 5, subfamily H, member 1	512688	9	9	9	1	0	2	2	1	4	0	0.0150	0.421	0.0156	0.498	0.0374	0.00475	0.281
307	PCDH11Y	protocadherin 11 Y-linked	906311	21	19	22	2	2	8	6	1	4	0	0.00163	0.126	0.245	0.729	0.354	0.00487	0.285
308	SOX3	SRY (sex determining region Y)-box 3	276845	9	8	9	1	2	4	2	1	0	0	0.00673	0.177	0.0352	0.976	0.0856	0.00487	0.285
309	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1	1404300	40	36	39	6	1	22	6	4	7	0	0.00449	0.119	0.0766	0.371	0.129	0.00489	0.285
310	C7orf60	chromosome 7 open reading frame 60	666204	15	15	15	0	1	5	6	3	0	0	0.000580	0.0334	0.912	0.399	1.000	0.00490	0.285
311	TTN	titin	58692629	654	263	649	181	54	301	155	90	46	8	1.000	0.714	0.000104	0.200	0.000583	0.00492	0.285
312	NDUFB11	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa	206511	6	6	6	1	2	2	2	0	0	0	0.00926	0.404	0.271	0.0157	0.0631	0.00494	0.285
313	ZNF334	zinc finger protein 334	1120366	16	16	15	0	2	5	4	2	3	0	0.00549	0.0416	0.892	0.0315	0.107	0.00494	0.285
314	MAP2K4	mitogen-activated protein kinase kinase 4	610367	8	8	8	0	1	2	1	0	4	0	0.0853	0.164	0.0116	0.0295	0.00694	0.00499	0.287
315	INSL5	insulin-like 5	226363	8	8	8	0	1	6	1	0	0	0	0.000598	0.124	0.618	0.620	1.000	0.00503	0.288
316	CYSLTR2	cysteinyl leukotriene receptor 2	568499	12	10	12	1	0	5	6	0	1	0	0.0158	0.159	0.155	0.0158	0.0378	0.00504	0.288
317	ATM	ataxia telangiectasia mutated	5081705	53	46	51	2	5	10	8	11	17	2	0.00230	0.00125	0.692	0.0244	0.263	0.00509	0.290
318	DMRTB1	DMRT-like family B with proline-rich C-terminal, 1	338982	12	11	12	0	1	7	1	1	2	0	0.00169	0.0265	0.239	0.425	0.372	0.00527	0.300
319	SLC30A10	solute carrier family 30, member 10	550839	17	17	17	3	1	7	3	2	3	1	0.000641	0.184	0.904	0.671	1.000	0.00536	0.304
320	OR51A4	olfactory receptor, family 51, subfamily A, member 4	507047	12	10	12	6	0	5	6	0	1	0	0.917	0.860	0.000231	0.422	0.000704	0.00539	0.304
321	HOXD8	homeobox D8	341957	8	8	8	1	2	2	1	0	3	0	0.00995	0.387	0.0387	0.374	0.0652	0.00541	0.305
322	GSG1L	GSG1-like	338307	9	9	9	1	1	3	3	1	1	0	0.00272	0.269	0.108	0.682	0.240	0.00543	0.305
323	GBP4	guanylate binding protein 4	1071017	21	21	21	2	3	9	2	4	3	0	0.000668	0.0486	0.979	0.900	1.000	0.00555	0.311
324	CCDC39	coiled-coil domain containing 39	1007515	24	23	24	3	1	10	4	4	5	0	0.00460	0.210	0.0791	0.852	0.147	0.00561	0.313
325	RIPPLY2	ripply2 homolog (zebrafish)	157737	6	6	6	0	0	2	1	0	3	0	0.00113	0.295	0.341	0.733	0.600	0.00562	0.313
326	FAM78B	family with sequence similarity 78, member B	386930	12	11	12	1	1	7	3	1	0	0	0.00123	0.0764	0.457	0.314	0.556	0.00568	0.315
327	TRIM48	tripartite motif-containing 48	346104	23	21	23	6	0	12	3	3	5	0	0.00169	0.559	0.483	0.231	0.412	0.00576	0.318
328	ASB12	ankyrin repeat and SOCS box-containing 12	442434	10	10	10	1	2	5	2	1	0	0	0.00340	0.207	0.101	0.367	0.210	0.00589	0.325
329	AHCYL2	S-adenosylhomocysteine hydrolase-like 2	887009	7	7	7	2	1	0	3	1	2	0	0.845	0.760	0.00262	0.0441	0.000849	0.00591	0.325
330	KRTAP23-1	keratin associated protein 23-1	110084	5	5	5	1	0	1	1	2	1	0	0.000770	0.639	0.916	0.448	0.940	0.00595	0.326
331	IFNG	interferon, gamma	259292	7	7	7	0	1	4	0	0	1	1	0.00120	0.150	0.416	0.477	0.613	0.00603	0.329
332	ZNF626	zinc finger protein 626	874718	10	10	10	1	0	7	3	0	0	0	0.147	0.346	0.00193	0.768	0.00505	0.00609	0.332
333	PSG8	pregnancy specific beta-1-glycoprotein 8	720464	36	34	35	8	1	16	10	3	6	0	0.00209	0.226	0.348	0.331	0.361	0.00617	0.335
334	CFHR2	complement factor H-related 2	417808	9	9	8	0	0	4	3	0	2	0	0.00370	0.230	0.194	0.149	0.213	0.00642	0.347
335	OR52E8	olfactory receptor, family 52, subfamily E, member 8	518088	17	16	14	3	0	8	2	5	2	0	0.0173	0.267	0.266	0.0184	0.0460	0.00648	0.349
336	ZNF679	zinc finger protein 679	592810	23	19	22	4	0	13	5	2	3	0	0.00402	0.401	0.357	0.103	0.201	0.00656	0.353
337	IFIH1	interferon induced with helicase C domain 1	1692191	10	10	10	4	1	2	3	4	0	0	1.000	0.837	0.000416	0.159	0.000824	0.00667	0.358
338	CDH18	cadherin 18, type 2	1316549	60	55	57	10	0	35	13	5	6	1	0.00153	0.165	0.627	0.192	0.545	0.00675	0.361
339	MAGEB4	melanoma antigen family B, 4	526857	20	19	19	3	3	11	2	1	3	0	0.000840	0.163	0.907	0.852	1.000	0.00679	0.362
340	IL32	interleukin 32	276325	6	6	5	2	0	3	1	0	2	0	0.185	0.680	0.0193	0.0142	0.00471	0.00702	0.373
341	ZFP42	zinc finger protein 42 homolog (mouse)	509883	14	14	14	2	4	5	3	0	2	0	0.00154	0.227	0.489	0.299	0.575	0.00710	0.376
342	HIST1H1B	histone cluster 1, H1b	370696	9	9	9	1	3	3	2	1	0	0	0.00503	0.110	0.0881	0.639	0.177	0.00714	0.377
